Date,Time Initiated,Time Elapsed (minutes),Energy Saving (kWh),Conditions Met
2024-09-28,20:40:19,2.0832,35.709,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-28,21:06:33,6.0701,93.744,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-29,05:55:11,3.9909,49.705,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-29,09:25:18,2.3165,2.518,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-29,10:20:24,11.0083,15.456,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-29,11:18:24,17.2619,11.866,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-29,11:39:01,2.5775,1.775,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-29,12:10:47,3.5696,2.143,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-29,12:16:00,556.7586,345.01,"plc_grid_breaker_opened, utility_grid_off, pcsv_not_fault, pcsv_on"
2024-09-29,22:32:38,3.9082,2.817,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-29,23:11:20,6.0879,4.709,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,02:21:47,2.123,1.451,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,02:38:16,2.7579,2.346,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,03:28:29,2.9606,2.766,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,04:49:17,3.1921,19.314,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,06:16:22,2.5584,7.7,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,07:06:40,4.4038,38.607,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,07:55:28,2.9578,33.141,"pcsv_var_abnormal, pcsv_not_fault, pcsv_on"
2024-09-30,08:58:20,2.8836,59.672,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,09:57:13,1.7717,36.832,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,10:22:36,8.8416,218.513,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,11:27:42,3.1736,90.424,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,13:15:51,2.0231,56.784,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,19:34:05,3.8224,79.472,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,20:01:23,2.0476,49.319,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,20:13:18,3.4236,74.996,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,20:23:05,2.0032,47.342,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-09-30,23:02:40,2.6063,42.802,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
,,,
,,Total savings,34465.024999999994
